trials.thisN,num_distr,mouse.time,mouse.clicked_name,,,,,
115,10,1.27392787,['target'],,,,,
116,10,1.028742836,['target'],,,,,
117,10,2.480043855,['target'],,,,,
118,10,1.108257649,['target'],,,,,
120,10,1.355992408,['target'],,,,,
121,10,1.248782382,['target'],,,,,
122,10,1.086749009,['target'],,,,,
125,10,0.859027402,['target'],,,,,
126,10,2.970958842,['target'],,,,,
127,10,1.00098529,['target'],,,,,
130,10,1.058339862,['target'],,,,,
131,10,1.146059958,['target'],,,,,
132,10,1.162631583,['target'],,,,,
134,10,1.727358059,['target'],,,,,
136,10,1.321547481,['target'],,,,,
137,10,1.374312515,['target'],,,,,
139,10,1.566010995,['target'],,,,,
140,10,1.050570629,['target'],,,,,
143,10,1.134464803,['target'],,,,,
147,10,1.058115133,['target'],,,,,
149,10,1.426942648,['target'],,,,,
151,10,1.324909994,['target'],,,,,
155,10,1.218768807,['target'],,,,,
156,10,1.153033006,['target'],,,,,
157,10,1.117217148,['target'],,,,,
158,10,1.249680296,['target'],,,,,
159,10,1.531592702,['target'],,,,,
162,10,1.336393638,['target'],,,,,
163,10,1.01221418,['target'],,,,,
168,10,1.366068599,['target'],,,,,
169,10,1.74884321,['target'],,,,,
172,10,1.149610889,['target'],,,,,
174,10,1.260112061,['target'],,,,,
175,10,1.061848209,['target'],,,,,
176,10,1.143759533,['target'],,,,,
177,10,2.021661272,['target'],,,,,
178,10,1.214488606,['target'],,,,,
179,10,2.272108483,['target'],,,,,
180,10,0.980580037,['target'],,,,,
181,10,1.158900852,['target'],,,,,
182,10,1.288947609,['target'],,,,,
185,10,1.038365665,['target'],,,,,
188,10,1.06031528,['target'],,,,,
191,10,1.35892189,['target'],,,,,
192,10,0.905928812,['target'],,,,,
193,10,1.326825465,['target'],,,,,
194,10,1.11684871,['target'],,,,,
196,10,1.546506045,['target'],,,,,
197,10,1.39928362,['target'],,,,,
198,10,1.605282477,['target'],,,,,
0,10,2.7341769,['target'],,,,,
1,10,1.7624339,['target'],,,,,
2,10,2.1532638,['target'],,,,,
4,10,1.2646928,['target'],,,,,
7,10,1.5495286,['target'],,,,,
9,10,2.000865,['target'],,,,,
11,10,1.2834977,['target'],,,,,
12,10,1.06729,['target'],,,,,
13,10,1.638479,['target'],,,,,
16,10,1.8908285,['target'],,,,,
20,10,1.5795374,['target'],,,,,
25,10,1.1972475,['target'],,,,,
26,10,1.234116,['target'],,,,,
27,10,1.4579155,['target'],,,,,
30,10,1.416868,['target'],,,,,
31,10,1.4482063,['target'],,,,,
32,10,1.399205,['target'],,,,,
33,10,1.6699517,['target'],,,,,
35,10,1.7076112,['target'],,,,,
36,10,1.4250347,['target'],,,,,
37,10,2.0818962,['target'],,,,,
43,10,2.328875,['target'],,,,,
44,10,1.6702922,['target'],,,,,
45,10,1.4032949,['target'],,,,,
47,10,1.6030094,['target'],,,,,
50,10,1.4632308,['target'],,,,,
52,10,1.3183884,['target'],,,,,
53,10,1.3476582,['target'],,,,,
54,10,1.3529015,['target'],,,,,
55,10,1.1900777,['target'],,,,,
58,10,1.4548789,['target'],,,,,
59,10,1.5105053,['target'],,,,,
60,10,1.3322479,['target'],,,,,
61,10,1.4503035,['target'],,,,,
62,10,1.4023084,['target'],,,,,
63,10,1.5352278,['target'],,,,,
64,10,1.7350119,['target'],,,,,
67,10,1.714678,['target'],,,,,
68,10,1.1968417,['target'],,,,,
70,10,1.3903657,['target'],,,,,
71,10,1.4603576,['target'],,,,,
72,10,1.4510429,['target'],,,,,
75,10,1.2769913,['target'],,,,,
77,10,1.4537882,['target'],,,,,
78,10,1.13543,['target'],,,,,
79,10,1.2210103,['target'],,,,,
83,10,1.4955278,['target'],,,,,
84,10,2.0596957,['target'],,,,,
85,10,1.2601409,['target'],,,,,
86,10,1.0356398,['target'],,,,,
87,10,1.4336466,['target'],,,,,
88,10,0.8521125,['target'],,,,,
89,10,1.1240821,['target'],,,,,
92,10,1.2183329,['target'],,,,,
94,10,1.0000531,['target'],,,,,
96,10,1.1082573,['target'],,,,,
99,10,1.1763212,['target'],,,,,
106,10,1.2727357,['target'],,,,,
107,10,0.9798041,['target'],,,,,
108,10,1.5653304,['target'],,,,,
109,10,1.4647682,['target'],,,,,
116,10,1.0430472,['target'],,,,,
118,10,1.4029837,['target'],,,,,
120,10,1.3590912,['target'],,,,,
122,10,0.9545407,['target'],,,,,
123,10,1.2174921,['target'],,,,,
124,10,1.1167481,['target'],,,,,
126,10,1.3712719,['target'],,,,,
131,10,1.5127343,['target'],,,,,
132,10,1.0157191,['target'],,,,,
136,10,1.1710481,['target'],,,,,
138,10,1.3100698,['target'],,,,,
140,10,0.9079951,['target'],,,,,
141,10,1.3704479,['target'],,,,,
142,10,1.7832119,['target'],,,,,
143,10,1.2109152,['target'],,,,,
150,10,1.5781121,['target'],,,,,
151,10,1.0556224,['target'],,,,,
152,10,1.0566862,['target'],,,,,
153,10,1.2302923,['target'],,,,,
154,10,1.1147775,['target'],,,,,
156,10,1.0069652,['target'],,,,,
162,10,1.4530892,['target'],,,,,
163,10,1.2774184,['target'],,,,,
166,10,1.1932611,['target'],,,,,
167,10,1.1010061,['target'],,,,,
169,10,1.1770204,['target'],,,,,
170,10,1.2489757,['target'],,,,,
171,10,2.0111361,['target'],,,,,
172,10,1.1553912,['target'],,,,,
173,10,0.8002717,['target'],,,,,
178,10,1.1573955,['target'],,,,,
182,10,0.8628801,['target'],,,,,
183,10,1.1624778,['target'],,,,,
186,10,1.0508062,['target'],,,,,
187,10,1.0845385,['target'],,,,,
188,10,0.8902812,['target'],,,,,
192,10,1.6002727,['target'],,,,,
193,10,1.2149641,['target'],,,,,
195,10,1.7937801,['target'],,,,,
0,10,1.6061555,['target'],,,,,
1,10,1.1764512,['target'],,,,,
2,10,1.1711056,['target'],,,,,
5,10,1.1586175,['target'],,,,,
6,10,1.0479695,['target'],,,,,
9,10,1.3272298,['target'],,,,,
11,10,1.1174747,['target'],,,,,
12,10,1.4330942,['target'],,,,,
14,10,0.9244583,['target'],,,,,
15,10,1.2952636,['target'],,,,,
16,10,1.395578,['target'],,,,,
17,10,1.1491342,['target'],,,,,
19,10,1.3777159,['target'],,,,,
21,10,1.0713133,['target'],,,,,
24,10,1.9916619,['target'],,,,,
30,10,1.4319401,['target'],,,,,
32,10,1.0435816,['target'],,,,,
34,10,1.4767929,['target'],,,,,
37,10,1.0420939,['target'],,,,,
38,10,0.9399941,['target'],,,,,
39,10,1.153538,['target'],,,,,
40,10,0.9326534,['target'],,,,,
41,10,1.6447021,['target'],,,,,
43,10,1.3290468,['target'],,,,,
44,10,1.1670253,['target'],,,,,
45,10,1.227943,['target'],,,,,
47,10,1.4219761,['target'],,,,,
49,10,0.8971123,['target'],,,,,
50,10,1.176603,['target'],,,,,
53,10,1.1189852,['target'],,,,,
54,10,1.1721415,['target'],,,,,
56,10,1.1191794,['target'],,,,,
58,10,1.5011786,['target'],,,,,
59,10,0.8389216,['target'],,,,,
61,10,1.1015131,['target'],,,,,
63,10,1.927027,['target'],,,,,
65,10,1.3038266,['target'],,,,,
66,10,0.9872726,['target'],,,,,
67,10,1.3788024,['target'],,,,,
69,10,0.9220252,['target'],,,,,
70,10,1.1781709,['target'],,,,,
74,10,1.2026609,['target'],,,,,
75,10,0.9018345,['target'],,,,,
78,10,0.9111272,['target'],,,,,
79,10,1.0312463,['target'],,,,,
81,10,1.1447109,['target'],,,,,
83,10,2.1600162,['target'],,,,,
84,10,1.1958287,['target'],,,,,
85,10,1.7733028,['target'],,,,,
87,10,1.0363003,['target'],,,,,
88,10,1.4322207,['target'],,,,,
92,10,1.4716293,['target'],,,,,
97,10,1.4145395,['target'],,,,,
98,10,1.400527,['target'],,,,,
99,10,1.0377149,['target'],,,,,
100,10,1.5011001,['target'],,,,,
109,10,1.0896661,['target'],,,,,
110,10,2.1477468,['target'],,,,,
111,10,1.0439527,['target'],,,,,
114,10,1.1647681,['target'],,,,,
115,10,0.964894,['target'],,,,,
117,10,0.8150789,['target'],,,,,
124,10,1.1230566,['target'],,,,,
125,10,0.9366513,['target'],,,,,
126,10,1.1389249,['target'],,,,,
130,10,1.3003762,['target'],,,,,
132,10,1.3052839,['target'],,,,,
133,10,1.3028931,['target'],,,,,
134,10,1.5173097,['target'],,,,,
138,10,0.9091741,['target'],,,,,
144,10,0.9629935,['target'],,,,,
152,10,1.2149082,['target'],,,,,
154,10,1.017021,['target'],,,,,
156,10,2.2651595,['target'],,,,,
157,10,0.9085213,['target'],,,,,
160,10,1.0452221,['target'],,,,,
161,10,1.3068465,['target'],,,,,
167,10,1.1208855,['target'],,,,,
174,10,2.0880869,['target'],,,,,
177,10,1.3038544,['target'],,,,,
181,10,1.4882371,['target'],,,,,
183,10,0.9423642,['target'],,,,,
189,10,0.9734018,['target'],,,,,
190,10,1.5307817,['target'],,,,,
191,10,1.1439571,['target'],,,,,
192,10,1.086805,['target'],,,,,
193,10,1.1498313,['target'],,,,,
194,10,1.4836859,['target'],,,,,
198,10,1.1659018,['target'],,,,,
